regime,method,noise,h_profile,mean_absolute_error,max_absolute_error,count
var,Expanded DML + graph zero,N1,Hprbs,0.009057441288395375,0.08502901437256072,144
var,Expanded DML + graph zero,N1,Hsin,0.00915538943324261,0.07730350108085049,144
var,Expanded DML + graph zero,N1,Hstep,0.009240894143354234,0.09458835762195639,144
var,Expanded DML + graph zero,N2,Hbrn,0.009227267213558286,0.09084177340593813,144
var,Expanded DML + graph zero,N2,Hdec,0.009268149842593935,0.10133145775734964,144
var,Expanded DML + graph zero,N2,Hprbs,0.009123089427626057,0.08599014225624413,144
var,Expanded DML + graph zero,N2,Hsin,0.009251435497072488,0.0768840713713379,144
var,Expanded DML + graph zero,N2,Hstep,0.009229874379070165,0.09231469449739227,144
var,Expanded DML + graph zero,N3,Hbrn,0.006195623101552794,0.10125864558072895,144
var,Expanded DML + graph zero,N3,Hdec,0.006181743447989712,0.10953901378673092,144
var,Expanded DML + graph zero,N3,Hprbs,0.0063454358034922605,0.09082474806251728,144
var,Expanded DML + graph zero,N3,Hsin,0.006367205128052935,0.08407557760738471,144
var,Expanded DML + graph zero,N3,Hstep,0.0064735320259813245,0.10376704079524601,144
var,Expanded LSE,N1,Hbrn,3.2650577525287683,71.28148804634915,144
var,Expanded LSE,N1,Hdec,2.9190154992526853,63.20704215226121,144
var,Expanded LSE,N1,Hprbs,2.8508712425437768,54.17909175915895,144
var,Expanded LSE,N1,Hsin,3.514814223872418,76.13889837120726,144
var,Expanded LSE,N1,Hstep,3.9486016422172576,86.78001590486838,144
var,Expanded LSE,N2,Hbrn,2.9765004438122538,63.38895900509719,144
var,Expanded LSE,N2,Hdec,3.1554704295037026,67.03663366068861,144
var,Expanded LSE,N2,Hprbs,2.153416969104013,39.307563623258,144
var,Expanded LSE,N2,Hsin,2.65754007047107,56.18177381274965,144
var,Expanded LSE,N2,Hstep,3.1703629223069774,66.00634329551546,144
var,Expanded LSE,N3,Hbrn,0.07241047286948862,0.9347986638283826,144
var,Expanded LSE,N3,Hdec,0.05276329305931568,0.9445567328755861,144
var,Expanded LSE,N3,Hprbs,0.9709194555140814,28.84306873076348,144
var,Expanded LSE,N3,Hsin,0.12450872927558258,2.0007015940794166,144
var,Expanded LSE,N3,Hstep,0.05535723500570336,1.0308294984628388,144
var,Expanded LSE + graph control,N1,Hbrn,3.2650577525289144,71.28148804635612,144
var,Expanded LSE + graph control,N1,Hdec,2.919015499253392,63.20704215227777,144
var,Expanded LSE + graph control,N1,Hprbs,2.850871242543948,54.17909175916434,144
var,Expanded LSE + graph control,N1,Hsin,3.5148142238719986,76.13889837119395,144
var,Expanded LSE + graph control,N1,Hstep,3.948601642217904,86.78001590488512,144
var,Expanded LSE + graph control,N2,Hbrn,2.976500443809393,63.38895900502717,144
var,Expanded LSE + graph control,N2,Hdec,3.1554704295027247,67.03663366066016,144
var,Expanded LSE + graph control,N2,Hprbs,2.1534169691034624,39.307563623255774,144
var,Expanded LSE + graph control,N2,Hsin,2.6575400704738787,56.1817738128113,144
var,Expanded LSE + graph control,N2,Hstep,3.1703629223088408,66.00634329556192,144
var,Expanded LSE + graph control,N3,Hbrn,0.07241047286948027,0.9347986638281897,144
var,Expanded LSE + graph control,N3,Hdec,0.05276329305931108,0.9445567328753687,144
var,Expanded LSE + graph control,N3,Hprbs,0.9709194555136934,28.843068730752744,144
var,Expanded LSE + graph control,N3,Hsin,0.12450872927557939,2.000701594079345,144
