regime,method,noise,h_profile,mean_absolute_error,max_absolute_error,count
zero,Expanded LSE,N1,Hstep,0.159651937030562,0.5612729962231313,24
zero,Expanded LSE,N2,Hbrn,0.38423417750545236,1.356684458883608,24
zero,Expanded LSE,N2,Hdec,0.1692929503941124,0.6828535505450439,24
zero,Expanded LSE,N2,Hprbs,0.2522832390046412,0.7660647375117264,24
zero,Expanded LSE,N2,Hsin,0.2630814239349417,1.179395066548775,24
zero,Expanded LSE,N2,Hstep,0.1588646026233038,0.660085276458938,24
zero,Expanded LSE,N3,Hbrn,0.23516957747700848,1.1484217362091407,24
zero,Expanded LSE,N3,Hdec,0.15584847370571028,0.6887546597584073,24
zero,Expanded LSE,N3,Hprbs,0.16629664970821276,0.6728664163538038,24
zero,Expanded LSE,N3,Hsin,0.2592552371692111,0.7840142413407705,24
zero,Expanded LSE,N3,Hstep,0.1334890564912434,0.5851451166315957,24
zero,Expanded LSE + graph control,N1,Hbrn,0.3878744642414486,1.3759710123004663,24
zero,Expanded LSE + graph control,N1,Hdec,0.13846612529286184,0.6374451938002679,24
zero,Expanded LSE + graph control,N1,Hprbs,0.25046380336427115,0.8217984427208709,24
zero,Expanded LSE + graph control,N1,Hsin,0.23492535899389852,1.1722039351960447,24
zero,Expanded LSE + graph control,N1,Hstep,0.15328066368280774,0.5612729962230976,24
zero,Expanded LSE + graph control,N2,Hbrn,0.3842341775054386,1.356684458883569,24
zero,Expanded LSE + graph control,N2,Hdec,0.1637096009774207,0.6828535505450954,24
zero,Expanded LSE + graph control,N2,Hprbs,0.25228323900463495,0.7660647375117353,24
zero,Expanded LSE + graph control,N2,Hsin,0.2630814239349367,1.1793950665487252,24
zero,Expanded LSE + graph control,N2,Hstep,0.15886460262329818,0.6600852764588243,24
zero,Expanded LSE + graph control,N3,Hbrn,0.2351695774770036,1.148421736209107,24
zero,Expanded LSE + graph control,N3,Hdec,0.13616061390039616,0.5548004090753924,24
zero,Expanded LSE + graph control,N3,Hprbs,0.13426025495557767,0.5467277690232635,24
zero,Expanded LSE + graph control,N3,Hsin,0.2592552371692098,0.7840142413407705,24
zero,Expanded LSE + graph control,N3,Hstep,0.13348905649124346,0.5851451166315993,24
zero,Expanded LSE + graph zero,N1,Hbrn,0.3872931482213073,1.375971012300461,24
zero,Expanded LSE + graph zero,N1,Hdec,0.13876621775569917,0.6374451938002235,24
zero,Expanded LSE + graph zero,N1,Hprbs,0.24348327724923013,0.8217984427208975,24
zero,Expanded LSE + graph zero,N1,Hsin,0.2349449902830658,1.1722039351960465,24
zero,Expanded LSE + graph zero,N1,Hstep,0.1541371737751608,0.5612729962231313,24
zero,Expanded LSE + graph zero,N2,Hbrn,0.38423417750545236,1.356684458883608,24
zero,Expanded LSE + graph zero,N2,Hdec,0.1665073937864802,0.6828535505450439,24
zero,Expanded LSE + graph zero,N2,Hprbs,0.2522832390046412,0.7660647375117264,24
zero,Expanded LSE + graph zero,N2,Hsin,0.2630814239349417,1.179395066548775,24
zero,Expanded LSE + graph zero,N2,Hstep,0.1588646026233038,0.660085276458938,24
zero,Expanded LSE + graph zero,N3,Hbrn,0.23516957747700848,1.1484217362091407,24
zero,Expanded LSE + graph zero,N3,Hdec,0.14605149609435222,0.6887546597584073,24
zero,Expanded LSE + graph zero,N3,Hprbs,0.14828174269537353,0.6728664163538038,24
zero,Expanded LSE + graph zero,N3,Hsin,0.2592552371692111,0.7840142413407705,24
zero,Expanded LSE + graph zero,N3,Hstep,0.1334890564912434,0.5851451166315957,24
zero,LSTM sequence model,N1,Hbrn,0.8562897432324137,3.1408254156112667,24
zero,LSTM sequence model,N1,Hdec,0.45861359523278317,1.2589157981872567,24
zero,LSTM sequence model,N1,Hprbs,0.6058032466686505,2.6681648654937744,24
zero,LSTM sequence model,N1,Hsin,0.757825141072698,1.9238477959632867,24
zero,LSTM sequence model,N1,Hstep,0.43783145742158475,1.4234029846191412,24
zero,LSTM sequence model,N2,Hbrn,0.8292844035879545,2.5846284074783323,24
zero,LSTM sequence model,N2,Hdec,0.6372458638218425,1.8573561837747692,24
zero,LSTM sequence model,N2,Hprbs,0.7569605289833515,3.089803798675537,24
zero,LSTM sequence model,N2,Hsin,0.8549107381595374,2.197567826271057,24
zero,LSTM sequence model,N2,Hstep,0.5004873382890567,1.5290843181610114,24
zero,LSTM sequence model,N3,Hbrn,1.1257091150824259,3.706646036267281,24
zero,LSTM sequence model,N3,Hdec,0.8336311733365074,2.6063141145706172,24
zero,LSTM sequence model,N3,Hprbs,1.007095199941251,2.8016065521240234,24
zero,LSTM sequence model,N3,Hsin,1.0615236226023035,2.631003641441464,24
zero,LSTM sequence model,N3,Hstep,1.0218301679901731,3.32936541557312,24
zero,Linear residual DML,N1,Hbrn,0.10320397940103082,0.4878001715704805,24
zero,Linear residual DML,N1,Hdec,0.1522643050422579,0.3772107499298798,24
zero,Linear residual DML,N1,Hprbs,0.11881340202202499,0.5087663641259663,24
zero,Linear residual DML,N1,Hsin,0.13256616084478387,0.4095808742116975,24
zero,Linear residual DML,N1,Hstep,0.14692214519477323,0.4797689017896501,24
zero,Linear residual DML,N2,Hbrn,0.11176922489845502,0.5223566937649338,24
zero,Linear residual DML,N2,Hdec,0.15683970508371625,0.34535783776758855,24
zero,Linear residual DML,N2,Hprbs,0.11774010860070151,0.5056070724059918,24
zero,Linear residual DML,N2,Hsin,0.1349363328360784,0.4026779799538456,24
zero,Linear residual DML,N2,Hstep,0.14891422325518933,0.4691341468958136,24
zero,Linear residual DML,N3,Hbrn,0.21428280604339414,0.8376702280412935,24
zero,Linear residual DML,N3,Hdec,0.2442467128571183,0.9278005720538953,24
zero,Linear residual DML,N3,Hprbs,0.2704678687704284,0.8725547408760264,24
zero,Linear residual DML,N3,Hsin,0.22445193802152028,0.9004622538493727,24
zero,Linear residual DML,N3,Hstep,0.23377674786848734,0.9296304075855044,24
zero,Linear residual DML + graph control,N1,Hbrn,1.3378729739540773,8.485267519960592,24
zero,Linear residual DML + graph control,N1,Hdec,1.345366297568203,8.9742041118138,24
zero,Linear residual DML + graph control,N1,Hprbs,1.3406713653295472,8.960725994301209,24
zero,Linear residual DML + graph control,N1,Hsin,1.3673306537330279,8.86374708251462,24
zero,Linear residual DML + graph control,N1,Hstep,1.387460358336672,8.934161366145322,24
zero,Linear residual DML + graph control,N2,Hbrn,1.3535331540695346,8.496309479419592,24
zero,Linear residual DML + graph control,N2,Hdec,1.4010611867304334,8.95643889440525,24
zero,Linear residual DML + graph control,N2,Hprbs,1.3627122660442286,8.955404060105794,24
zero,Linear residual DML + graph control,N2,Hsin,1.4223932297566144,8.875689364212194,24
zero,Linear residual DML + graph control,N2,Hstep,1.4452593414849233,8.961516921777916,24
zero,Linear residual DML + graph control,N3,Hbrn,3.2783075880948727,12.442212040055246,24
zero,Linear residual DML + graph control,N3,Hdec,2.961086575347928,12.74500231782271,24
zero,Linear residual DML + graph control,N3,Hprbs,2.644105364646361,7.527816459759045,24
zero,Linear residual DML + graph control,N3,Hsin,3.9032120608091816,11.915416930613649,24
zero,Linear residual DML + graph control,N3,Hstep,3.7992671390844137,12.904951528350557,24
zero,Linear residual DML + graph zero,N1,Hbrn,0.09679280827888992,0.4878001715704805,24
zero,Linear residual DML + graph zero,N1,Hdec,0.12368527393488893,0.3772107499298798,24
zero,Linear residual DML + graph zero,N1,Hprbs,0.11681966923895415,0.5087663641259663,24
zero,Linear residual DML + graph zero,N1,Hsin,0.11769680558252978,0.4095808742116975,24
zero,Linear residual DML + graph zero,N1,Hstep,0.14440401536327502,0.4797689017896501,24
zero,Linear residual DML + graph zero,N2,Hbrn,0.11176922489845502,0.5223566937649338,24
zero,Linear residual DML + graph zero,N2,Hdec,0.15351503365273036,0.34535783776758855,24
zero,Linear residual DML + graph zero,N2,Hprbs,0.11774010860070151,0.5056070724059918,24
zero,Linear residual DML + graph zero,N2,Hsin,0.1349363328360784,0.4026779799538456,24
zero,Linear residual DML + graph zero,N2,Hstep,0.14891422325518933,0.4691341468958136,24
zero,Linear residual DML + graph zero,N3,Hbrn,0.21428280604339414,0.8376702280412935,24
zero,Linear residual DML + graph zero,N3,Hdec,0.22553373716968803,0.9278005720538953,24
zero,Linear residual DML + graph zero,N3,Hprbs,0.23321490968382866,0.8725547408760264,24
zero,Linear residual DML + graph zero,N3,Hsin,0.22445193802152028,0.9004622538493727,24
zero,Linear residual DML + graph zero,N3,Hstep,0.23377674786848734,0.9296304075855044,24
zero,Linear state-space estimator,N1,Hbrn,0.3097296704999577,0.9736635225088852,24
zero,Linear state-space estimator,N1,Hdec,29.285992889074596,118.7659010824335,24
zero,Linear state-space estimator,N1,Hprbs,9.393701777833439,38.7165177334745,24
zero,Linear state-space estimator,N1,Hsin,2.989312518081172,12.822253674851687,24
zero,Linear state-space estimator,N1,Hstep,17.62739426311965,76.26926781712297,24
zero,Linear state-space estimator,N2,Hbrn,0.31460374647826306,0.9882368702858148,24
zero,Linear state-space estimator,N2,Hdec,28.874950896013146,118.17424038484428,24
zero,Linear state-space estimator,N2,Hprbs,9.274685628835895,38.75449040148122,24
zero,Linear state-space estimator,N2,Hsin,2.971038289784477,12.850395123959586,24
zero,Linear state-space estimator,N2,Hstep,17.362116455890884,75.7475333120499,24
zero,Linear state-space estimator,N3,Hbrn,26.897656895416173,96.77566158139862,24
zero,Linear state-space estimator,N3,Hdec,127.04000139327972,462.2729234910215,24
zero,Linear state-space estimator,N3,Hprbs,60.489815291183966,178.52428512049082,24
zero,Linear state-space estimator,N3,Hsin,40.16398953827376,101.97514741071842,24
zero,Linear state-space estimator,N3,Hstep,29.78100569349687,119.23363577513118,24
zero,Matern GP,N1,Hbrn,0.21382091258577854,0.9481190376773831,24
zero,Matern GP,N1,Hdec,0.2370044291106127,0.5405960404003256,24
zero,Matern GP,N1,Hprbs,0.19525296681147583,0.5169803579074301,24
zero,Matern GP,N1,Hsin,0.16722591550631435,0.423219185064724,24
zero,Matern GP,N1,Hstep,0.2009899144424642,0.5805216296982696,24
zero,Matern GP,N2,Hbrn,0.23351449003638458,1.0673795340487597,24
zero,Matern GP,N2,Hdec,0.2595612735979309,0.5735838371882735,24
zero,Matern GP,N2,Hprbs,0.20856172322457145,0.5564224550457162,24
zero,Matern GP,N2,Hsin,0.17812434976239833,0.5813143603728843,24
zero,Matern GP,N2,Hstep,0.2280835759794524,0.5864346990667695,24
zero,Matern GP,N3,Hbrn,0.29749958483611444,0.8279984429198388,24
zero,Matern GP,N3,Hdec,0.7644868821331897,2.2374811238468286,24
zero,Matern GP,N3,Hprbs,0.8546481303964667,3.1322337155838174,24
zero,Matern GP,N3,Hsin,0.5383617932748933,2.1190844198781758,24
zero,Matern GP,N3,Hstep,0.4836191636515421,2.146301966449708,24
zero,Neural ODE,N1,Hbrn,1.6499105467184627,6.0830355343508735,24
zero,Neural ODE,N1,Hdec,11.647506879621332,45.65275876067537,24
zero,Neural ODE,N1,Hprbs,196.27611555285696,1062.7794416812997,24
zero,Neural ODE,N1,Hsin,26.077887610025158,95.7480288887711,24
zero,Neural ODE,N1,Hstep,1.9352859849136526,4.956972892666999,24
zero,Neural ODE,N2,Hbrn,3.171723123585626,6.264861710298449,24
zero,Neural ODE,N2,Hdec,27.954562633404446,105.82675728868084,24
zero,Neural ODE,N2,Hprbs,12.440551234629721,57.9551357430652,24
zero,Neural ODE,N2,Hsin,42.33825279859921,190.2991105858354,24
zero,Neural ODE,N2,Hstep,2.0124678373895333,6.34682855447565,24
zero,Neural ODE,N3,Hbrn,450.6973208784611,1754.1357506024844,24
zero,Neural ODE,N3,Hdec,82.17694237173959,181.5090316267816,24
zero,Neural ODE,N3,Hprbs,27.56779008148511,96.644901081361,24
zero,Neural ODE,N3,Hsin,50.23929628475637,186.0080334270437,24
zero,Neural ODE,N3,Hstep,37.07528685174452,103.91811727938916,24
zero,RBF GP,N1,Hbrn,0.2537434765071957,1.5894418465748785,24
zero,RBF GP,N1,Hdec,0.45893017361890265,2.794685169551757,24
zero,RBF GP,N1,Hprbs,0.40773643508696106,3.691914369479906,24
zero,RBF GP,N1,Hsin,0.3373187537085909,2.6428864939693364,24
zero,RBF GP,N1,Hstep,0.4260241628110452,2.2518874247386327,24
zero,RBF GP,N2,Hbrn,0.2553568954845487,1.5338212297993952,24
zero,RBF GP,N2,Hdec,0.4593320808836798,2.7183632887059215,24
zero,RBF GP,N2,Hprbs,0.6362102377101179,3.6573307171703435,24
zero,RBF GP,N2,Hsin,0.3487369215281273,2.65816595390368,24
zero,RBF GP,N2,Hstep,0.4378787147478109,2.24706761476163,24
zero,RBF GP,N3,Hbrn,1.1001420176778107,9.672199547042977,24
zero,RBF GP,N3,Hdec,1.4431008099676148,7.352755543997089,24
zero,RBF GP,N3,Hprbs,1.216252448933883,5.566623707204102,24
zero,RBF GP,N3,Hsin,1.2577965948906353,7.3903529386102855,24
zero,RBF GP,N3,Hstep,0.9774595611909677,7.354189815144709,24
